Pressure,Frequency,Velocity,Material,Friction_Coeff
149.9952829658597,0.13145355746911022,-0.028695430367169622,Glass,2.75
200.00197299733773,0.126547395544389,0.9549975729260685,Rubber,0.58
200.0026982205288,0.4050561600725833,4.004428910395012,Iron,0.27
250.00317374898256,0.32546538683615767,3.0832305969110467,Glass,2.75
99.99755913041375,0.11890981394958845,0.05541364203730369,Rubber,0.58
200.00792908401044,0.3971692803665277,4.345467849842776,Plastic,0.84
200.00110610201494,0.3936173317103302,2.001366106944445,Glass,2.75
99.98357987846151,0.13581091808377957,0.33058631235934344,Plastic,0.84
150.02004413276387,0.2581251630145159,-0.9934170451233024,Rubber,0.58
100.00063180247459,0.3982513267976733,0.033515267410013636,Iron,0.27
249.98525065243035,0.4127835543154261,1.5894396903643653,Paper,1.19
100.00435689611696,0.39445353518739634,0.056426560785884476,Iron,0.27
199.9876088073059,0.130984246731926,0.960166621860841,Rubber,0.58
99.99065943049766,0.2477505730002748,-0.20722048675546145,Glass,2.75
149.98859555490196,0.24399642382863745,-0.06149939634974534,Paper,1.19
249.991412903967,0.41411473152051526,4.00950057674966,Rubber,0.58
150.0045661036209,0.3340327383055236,2.968648723742757,Iron,0.27
99.99800919980791,0.13194851568313806,-0.0030672608108933373,Paper,1.19
100.00591383573986,0.17073960606228578,-0.16797265164307007,Glass,2.75
150.00281467760902,0.4030674116445162,-1.2053671283303244,Glass,2.75
99.98903231559743,0.330648687947012,0.019048241625433674,Paper,1.19
99.98939947388848,0.23480652276250086,-0.21378331363895445,Glass,2.75
200.00562277420318,0.17177758829026188,2.317032190502209,Iron,0.27
249.99003390055017,0.4033848695305026,3.9982492278191977,Rubber,0.58
100.00274641123126,0.4029963346184195,-0.13062253784831732,Rubber,0.58
100.01174260208875,0.3846892783891236,0.024975105546898003,Iron,0.27
250.005900483318,0.23100606637714452,2.4926071026478454,Plastic,0.84
100.00671136497974,0.3286258875117482,-0.0005722828656476378,Iron,0.27
249.999710679517,0.3987650255829384,1.616041294164451,Paper,1.19
250.0,0.4,5.466666666666668,Plastic,0.84
100.02838137249222,0.32377124652406947,0.3890374449789312,Rubber,0.58
250.00338678384384,0.39111359642024507,4.1404269464205115,Glass,2.75
149.98731189234303,0.14148599726312197,-0.020036198193089737,Paper,1.19
149.99165975267292,0.25126588404849864,0.49541154657180114,Glass,2.75
150.0065796249862,0.2665794791906195,0.49475748541680953,Glass,2.75
149.9992201568801,0.33078810274676773,-1.1472051468331634,Rubber,0.58
100.00122247898382,0.11913236911770247,0.040074160631150775,Rubber,0.58
199.98535455639677,0.34751131786790224,3.6221192612783626,Iron,0.27
249.99680001326843,0.2595450254467018,1.003202125517847,Paper,1.19
150.02004413276387,0.2581251630145159,-0.9934170451233024,Rubber,0.58
100.00510780229563,0.40291807998548396,-0.13897874482902198,Rubber,0.58
199.99614361519022,0.25607310162523206,0.5073290460861143,Paper,1.19
250.0116728346061,0.14604820520571388,0.8633536173873789,Plastic,0.84
99.98376779899647,0.40678292052161313,1.0595240273587332,Plastic,0.84
249.98948811222996,0.12897869344992516,1.497396754954868,Rubber,0.58
200.01039482772856,0.25776686991479164,2.00445208409682,Plastic,0.84
249.98802155084488,0.2632907203817151,2.5085600091800186,Plastic,0.84
149.9901911988471,0.3166932193120718,1.3345848136459992,Glass,2.75
150.0,0.17,0.1666666666666667,Glass,2.75
200.0069749601613,0.17197051142472697,0.9514557521559088,Plastic,0.84
149.98817885027975,0.166492974796314,0.15970278058424958,Glass,2.75
99.99784018879457,0.17512248006652922,0.24048177812068494,Plastic,0.84
150.011588849598,0.1533279913294222,1.1754789580194402,Rubber,0.58
100.00040500029783,0.2515364003394631,0.029252529596019865,Iron,0.27
199.9920314148811,0.13031561039561657,0.9583056322101554,Rubber,0.58
200.00562277420318,0.17177758829026188,2.317032190502209,Iron,0.27
150.00510948001985,0.26480292611085215,-0.05042297395176068,Paper,1.19
149.9997143371547,0.17483532433173676,1.5581981514731054,Iron,0.27
200.00870924795595,0.3979023841796756,2.8029620287773547,Rubber,0.58
